ID,PATH,TYPE
4394,DATASET/G/G-3731,GALAXY
4395,DATASET/G/G-3732,GALAXY
4396,DATASET/G/G-3733,GALAXY
4397,DATASET/G/G-3734,GALAXY
4398,DATASET/G/G-3735,GALAXY
4399,DATASET/G/G-3736,GALAXY
4400,DATASET/G/G-3737,GALAXY
4401,DATASET/G/G-3738,GALAXY
4402,DATASET/G/G-3739,GALAXY
4403,DATASET/G/G-3740,GALAXY
4404,DATASET/G/G-3741,GALAXY
4405,DATASET/G/G-3742,GALAXY
4406,DATASET/G/G-3743,GALAXY
4407,DATASET/G/G-3744,GALAXY
4408,DATASET/G/G-3745,GALAXY
4409,DATASET/G/G-3746,GALAXY
4410,DATASET/G/G-3747,GALAXY
4411,DATASET/G/G-3748,GALAXY
4412,DATASET/G/G-3749,GALAXY
4413,DATASET/G/G-3750,GALAXY
4414,DATASET/G/G-3751,GALAXY
4415,DATASET/G/G-3752,GALAXY
4416,DATASET/G/G-3753,GALAXY
4417,DATASET/G/G-3754,GALAXY
4418,DATASET/G/G-3755,GALAXY
4419,DATASET/G/G-3756,GALAXY
4420,DATASET/G/G-3757,GALAXY
4421,DATASET/G/G-3758,GALAXY
4422,DATASET/G/G-3759,GALAXY
4423,DATASET/G/G-3760,GALAXY
4424,DATASET/G/G-3761,GALAXY
4425,DATASET/G/G-3762,GALAXY
4426,DATASET/G/G-3763,GALAXY
4427,DATASET/G/G-3764,GALAXY
4428,DATASET/G/G-3765,GALAXY
4429,DATASET/G/G-3766,GALAXY
4430,DATASET/G/G-3767,GALAXY
4431,DATASET/G/G-3768,GALAXY
4432,DATASET/G/G-3769,GALAXY
4433,DATASET/G/G-3770,GALAXY
4434,DATASET/G/G-3771,GALAXY
4435,DATASET/G/G-3772,GALAXY
4436,DATASET/G/G-3773,GALAXY
4437,DATASET/G/G-3774,GALAXY
4438,DATASET/G/G-3775,GALAXY
4439,DATASET/G/G-3776,GALAXY
4440,DATASET/G/G-3777,GALAXY
4441,DATASET/G/G-3778,GALAXY
4442,DATASET/G/G-3779,GALAXY
4443,DATASET/G/G-3780,GALAXY
4444,DATASET/G/G-3781,GALAXY
4445,DATASET/G/G-3782,GALAXY
4446,DATASET/G/G-3783,GALAXY
4447,DATASET/G/G-3784,GALAXY
4448,DATASET/G/G-3785,GALAXY
4449,DATASET/G/G-3786,GALAXY
4450,DATASET/G/G-3787,GALAXY
4451,DATASET/G/G-3788,GALAXY
4452,DATASET/G/G-3789,GALAXY
4453,DATASET/G/G-3790,GALAXY
4454,DATASET/G/G-3791,GALAXY
4455,DATASET/G/G-3792,GALAXY
4456,DATASET/G/G-3793,GALAXY
4457,DATASET/G/G-3794,GALAXY
4458,DATASET/G/G-3795,GALAXY
4459,DATASET/G/G-3796,GALAXY
4460,DATASET/G/G-3797,GALAXY
4461,DATASET/G/G-3798,GALAXY
4462,DATASET/G/G-3799,GALAXY
4463,DATASET/G/G-3800,GALAXY
4464,DATASET/G/G-3801,GALAXY
4465,DATASET/G/G-3802,GALAXY
4466,DATASET/G/G-3803,GALAXY
4467,DATASET/G/G-3804,GALAXY
4468,DATASET/G/G-3805,GALAXY
4469,DATASET/G/G-3806,GALAXY
4470,DATASET/G/G-3807,GALAXY
4471,DATASET/G/G-3808,GALAXY
4472,DATASET/G/G-3809,GALAXY
4473,DATASET/G/G-3810,GALAXY
4474,DATASET/G/G-3811,GALAXY
4475,DATASET/G/G-3812,GALAXY
4476,DATASET/G/G-3813,GALAXY
4477,DATASET/G/G-3814,GALAXY
4478,DATASET/G/G-3815,GALAXY
4479,DATASET/G/G-3816,GALAXY
4480,DATASET/G/G-3817,GALAXY
4481,DATASET/G/G-3818,GALAXY
4482,DATASET/G/G-3819,GALAXY
4483,DATASET/G/G-3820,GALAXY
4484,DATASET/G/G-3821,GALAXY
4485,DATASET/G/G-3822,GALAXY
4486,DATASET/G/G-3823,GALAXY
4487,DATASET/G/G-3824,GALAXY
4488,DATASET/G/G-3825,GALAXY
4489,DATASET/G/G-3826,GALAXY
4490,DATASET/G/G-3827,GALAXY
4491,DATASET/G/G-3828,GALAXY
4492,DATASET/G/G-3829,GALAXY
4493,DATASET/G/G-3830,GALAXY
4494,DATASET/G/G-3831,GALAXY
4495,DATASET/G/G-3832,GALAXY
4496,DATASET/G/G-3833,GALAXY
4497,DATASET/G/G-3834,GALAXY
4498,DATASET/G/G-3835,GALAXY
4499,DATASET/G/G-3836,GALAXY
4500,DATASET/G/G-3837,GALAXY
4501,DATASET/G/G-3838,GALAXY
4502,DATASET/G/G-3839,GALAXY
4503,DATASET/G/G-3840,GALAXY
4504,DATASET/G/G-3841,GALAXY
4505,DATASET/G/G-3842,GALAXY
4506,DATASET/G/G-3843,GALAXY
4507,DATASET/G/G-3844,GALAXY
4508,DATASET/G/G-3845,GALAXY
4509,DATASET/G/G-3846,GALAXY
4510,DATASET/G/G-3847,GALAXY
4511,DATASET/G/G-3848,GALAXY
4512,DATASET/G/G-3849,GALAXY
4513,DATASET/G/G-3850,GALAXY
4514,DATASET/G/G-3851,GALAXY
4515,DATASET/G/G-3852,GALAXY
4516,DATASET/G/G-3853,GALAXY
4517,DATASET/G/G-3854,GALAXY
4518,DATASET/G/G-3855,GALAXY
4519,DATASET/G/G-3856,GALAXY
4520,DATASET/G/G-3857,GALAXY
4521,DATASET/G/G-3858,GALAXY
4522,DATASET/G/G-3859,GALAXY
4523,DATASET/G/G-3860,GALAXY
4524,DATASET/G/G-3861,GALAXY
4525,DATASET/G/G-3862,GALAXY
4526,DATASET/G/G-3863,GALAXY
4527,DATASET/G/G-3864,GALAXY
4528,DATASET/G/G-3865,GALAXY
4529,DATASET/G/G-3866,GALAXY
4530,DATASET/G/G-3867,GALAXY
4531,DATASET/G/G-3868,GALAXY
4532,DATASET/G/G-3869,GALAXY
4533,DATASET/G/G-3870,GALAXY
4534,DATASET/G/G-3871,GALAXY
4535,DATASET/G/G-3872,GALAXY
4536,DATASET/G/G-3873,GALAXY
4537,DATASET/G/G-3874,GALAXY
4538,DATASET/G/G-3875,GALAXY
4539,DATASET/G/G-3876,GALAXY
4540,DATASET/G/G-3877,GALAXY
4541,DATASET/G/G-3878,GALAXY
4542,DATASET/G/G-3879,GALAXY
4543,DATASET/G/G-3880,GALAXY
4544,DATASET/G/G-3881,GALAXY
4545,DATASET/G/G-3882,GALAXY
4546,DATASET/G/G-3883,GALAXY
4547,DATASET/G/G-3884,GALAXY
4548,DATASET/G/G-3885,GALAXY
4549,DATASET/G/G-3886,GALAXY
4550,DATASET/G/G-3887,GALAXY
4551,DATASET/G/G-3888,GALAXY
4552,DATASET/G/G-3889,GALAXY
4553,DATASET/G/G-3890,GALAXY
4554,DATASET/G/G-3891,GALAXY
4555,DATASET/G/G-3892,GALAXY
4556,DATASET/G/G-3893,GALAXY
4557,DATASET/G/G-3894,GALAXY
4558,DATASET/G/G-3895,GALAXY
4559,DATASET/G/G-3896,GALAXY
4560,DATASET/G/G-3897,GALAXY
4561,DATASET/G/G-3898,GALAXY
4562,DATASET/G/G-3899,GALAXY
4563,DATASET/G/G-3900,GALAXY
4564,DATASET/G/G-3901,GALAXY
4565,DATASET/G/G-3902,GALAXY
4566,DATASET/G/G-3903,GALAXY
4567,DATASET/G/G-3904,GALAXY
4568,DATASET/G/G-3905,GALAXY
4569,DATASET/G/G-3906,GALAXY
4570,DATASET/G/G-3907,GALAXY
4571,DATASET/G/G-3908,GALAXY
4572,DATASET/G/G-3909,GALAXY
4573,DATASET/G/G-3910,GALAXY
4574,DATASET/G/G-3911,GALAXY
4575,DATASET/G/G-3912,GALAXY
4576,DATASET/G/G-3913,GALAXY
4577,DATASET/G/G-3914,GALAXY
4578,DATASET/G/G-3915,GALAXY
4579,DATASET/G/G-3916,GALAXY
4580,DATASET/G/G-3917,GALAXY
4581,DATASET/G/G-3918,GALAXY
4582,DATASET/G/G-3919,GALAXY
4583,DATASET/G/G-3920,GALAXY
4584,DATASET/G/G-3921,GALAXY
4585,DATASET/G/G-3922,GALAXY
4586,DATASET/G/G-3923,GALAXY
4587,DATASET/G/G-3924,GALAXY
4588,DATASET/G/G-3925,GALAXY
4589,DATASET/G/G-3926,GALAXY
4590,DATASET/G/G-3927,GALAXY
4591,DATASET/G/G-3928,GALAXY
4592,DATASET/G/G-3929,GALAXY
4593,DATASET/G/G-3930,GALAXY
4594,DATASET/G/G-3931,GALAXY
4595,DATASET/G/G-3932,GALAXY
4596,DATASET/G/G-3933,GALAXY
4597,DATASET/G/G-3934,GALAXY
4598,DATASET/G/G-3935,GALAXY
4599,DATASET/G/G-3936,GALAXY
4600,DATASET/G/G-3937,GALAXY
4601,DATASET/G/G-3938,GALAXY
4602,DATASET/G/G-3939,GALAXY
4603,DATASET/G/G-3940,GALAXY
4604,DATASET/G/G-3941,GALAXY
4605,DATASET/G/G-3942,GALAXY
4606,DATASET/G/G-3943,GALAXY
4607,DATASET/G/G-3944,GALAXY
4608,DATASET/G/G-3945,GALAXY
4609,DATASET/G/G-3946,GALAXY
4610,DATASET/G/G-3947,GALAXY
4611,DATASET/G/G-3948,GALAXY
4612,DATASET/G/G-3949,GALAXY
4613,DATASET/G/G-3950,GALAXY
4614,DATASET/G/G-3951,GALAXY
4615,DATASET/G/G-3952,GALAXY
4616,DATASET/G/G-3953,GALAXY
4617,DATASET/G/G-3954,GALAXY
4618,DATASET/G/G-3955,GALAXY
4619,DATASET/G/G-3956,GALAXY
4620,DATASET/G/G-3957,GALAXY
4621,DATASET/G/G-3958,GALAXY
4622,DATASET/G/G-3959,GALAXY
4623,DATASET/G/G-3960,GALAXY
4624,DATASET/G/G-3961,GALAXY
4625,DATASET/G/G-3962,GALAXY
4626,DATASET/G/G-3963,GALAXY
4627,DATASET/G/G-3964,GALAXY
4628,DATASET/G/G-3965,GALAXY
4629,DATASET/G/G-3966,GALAXY
4630,DATASET/G/G-3967,GALAXY
4631,DATASET/G/G-3968,GALAXY
4632,DATASET/G/G-3969,GALAXY
4633,DATASET/G/G-3970,GALAXY
4634,DATASET/G/G-3971,GALAXY
4635,DATASET/G/G-3972,GALAXY
4636,DATASET/G/G-3973,GALAXY
4637,DATASET/G/G-3974,GALAXY
4638,DATASET/G/G-3975,GALAXY
4639,DATASET/G/G-3976,GALAXY
4640,DATASET/G/G-3977,GALAXY
4641,DATASET/G/G-3978,GALAXY
4642,DATASET/G/G-3979,GALAXY
4643,DATASET/G/G-3980,GALAXY
4644,DATASET/G/G-3981,GALAXY
4645,DATASET/G/G-3982,GALAXY
4646,DATASET/G/G-3983,GALAXY
4647,DATASET/G/G-3984,GALAXY
4648,DATASET/G/G-3985,GALAXY
4649,DATASET/G/G-3986,GALAXY
4650,DATASET/G/G-3987,GALAXY
4651,DATASET/G/G-3988,GALAXY
4652,DATASET/G/G-3989,GALAXY
4653,DATASET/G/G-3990,GALAXY
4654,DATASET/G/G-3991,GALAXY
4655,DATASET/G/G-3992,GALAXY
4656,DATASET/G/G-3993,GALAXY
4657,DATASET/G/G-3994,GALAXY
4658,DATASET/G/G-3995,GALAXY
4659,DATASET/G/G-3996,GALAXY
4660,DATASET/G/G-3997,GALAXY
4661,DATASET/G/G-3998,GALAXY
4662,DATASET/G/G-3999,GALAXY
4663,DATASET/G/G-4000,GALAXY
4664,DATASET/G/G-4001,GALAXY
4665,DATASET/G/G-4002,GALAXY
4666,DATASET/G/G-4003,GALAXY
4667,DATASET/G/G-4004,GALAXY
4668,DATASET/G/G-4005,GALAXY
4669,DATASET/G/G-4006,GALAXY
4670,DATASET/G/G-4007,GALAXY
4671,DATASET/G/G-4008,GALAXY
4672,DATASET/G/G-4009,GALAXY
4673,DATASET/G/G-4010,GALAXY
4674,DATASET/G/G-4011,GALAXY
4675,DATASET/G/G-4012,GALAXY
4676,DATASET/G/G-4013,GALAXY
4677,DATASET/G/G-4014,GALAXY
4678,DATASET/G/G-4015,GALAXY
4679,DATASET/G/G-4016,GALAXY
4680,DATASET/G/G-4017,GALAXY
4681,DATASET/G/G-4018,GALAXY
4682,DATASET/G/G-4019,GALAXY
4683,DATASET/G/G-4020,GALAXY
4684,DATASET/G/G-4021,GALAXY
4685,DATASET/G/G-4022,GALAXY
4686,DATASET/G/G-4023,GALAXY
4687,DATASET/G/G-4024,GALAXY
4688,DATASET/G/G-4025,GALAXY
4689,DATASET/G/G-4026,GALAXY
4690,DATASET/G/G-4027,GALAXY
4691,DATASET/G/G-4028,GALAXY
4692,DATASET/G/G-4029,GALAXY
4693,DATASET/G/G-4030,GALAXY
4694,DATASET/G/G-4031,GALAXY
4695,DATASET/G/G-4032,GALAXY
4696,DATASET/G/G-4033,GALAXY
4697,DATASET/G/G-4034,GALAXY
4698,DATASET/G/G-4035,GALAXY
4699,DATASET/G/G-4036,GALAXY
4700,DATASET/G/G-4037,GALAXY
4701,DATASET/G/G-4038,GALAXY
4702,DATASET/G/G-4039,GALAXY
4703,DATASET/G/G-4040,GALAXY
4704,DATASET/G/G-4041,GALAXY
4705,DATASET/G/G-4042,GALAXY
4706,DATASET/G/G-4043,GALAXY
4707,DATASET/G/G-4044,GALAXY
4708,DATASET/G/G-4045,GALAXY
4709,DATASET/G/G-4046,GALAXY
4710,DATASET/G/G-4047,GALAXY
4711,DATASET/G/G-4048,GALAXY
4712,DATASET/G/G-4049,GALAXY
4713,DATASET/G/G-4050,GALAXY
4714,DATASET/G/G-4051,GALAXY
4715,DATASET/G/G-4052,GALAXY
4716,DATASET/G/G-4053,GALAXY
4717,DATASET/G/G-4054,GALAXY
4718,DATASET/G/G-4055,GALAXY
4719,DATASET/G/G-4056,GALAXY
4720,DATASET/G/G-4057,GALAXY
4721,DATASET/G/G-4058,GALAXY
4722,DATASET/G/G-4059,GALAXY
4723,DATASET/G/G-4060,GALAXY
4724,DATASET/G/G-4061,GALAXY
4725,DATASET/G/G-4062,GALAXY
4726,DATASET/G/G-4063,GALAXY
4727,DATASET/G/G-4064,GALAXY
4728,DATASET/G/G-4065,GALAXY
4729,DATASET/G/G-4066,GALAXY
4730,DATASET/G/G-4067,GALAXY
4731,DATASET/G/G-4068,GALAXY
4732,DATASET/G/G-4069,GALAXY
4733,DATASET/G/G-4070,GALAXY
4734,DATASET/G/G-4071,GALAXY
4735,DATASET/G/G-4072,GALAXY
4736,DATASET/G/G-4073,GALAXY
4737,DATASET/G/G-4074,GALAXY
4738,DATASET/G/G-4075,GALAXY
4739,DATASET/G/G-4076,GALAXY
4740,DATASET/G/G-4077,GALAXY
4741,DATASET/G/G-4078,GALAXY
4742,DATASET/G/G-4079,GALAXY
4743,DATASET/G/G-4080,GALAXY
4744,DATASET/G/G-4081,GALAXY
4745,DATASET/G/G-4082,GALAXY
4746,DATASET/G/G-4083,GALAXY
4747,DATASET/G/G-4084,GALAXY
4748,DATASET/G/G-4085,GALAXY
4749,DATASET/G/G-4086,GALAXY
4750,DATASET/G/G-4087,GALAXY
4751,DATASET/G/G-4088,GALAXY
4752,DATASET/G/G-4089,GALAXY
4753,DATASET/G/G-4090,GALAXY
4754,DATASET/G/G-4091,GALAXY
4755,DATASET/G/G-4092,GALAXY
4756,DATASET/G/G-4093,GALAXY
4757,DATASET/G/G-4094,GALAXY
4758,DATASET/G/G-4095,GALAXY
4759,DATASET/G/G-4096,GALAXY
4760,DATASET/G/G-4097,GALAXY
4761,DATASET/G/G-4098,GALAXY
4762,DATASET/G/G-4099,GALAXY
4763,DATASET/G/G-4100,GALAXY
4764,DATASET/G/G-4101,GALAXY
4765,DATASET/G/G-4102,GALAXY
4766,DATASET/G/G-4103,GALAXY
4767,DATASET/G/G-4104,GALAXY
4768,DATASET/G/G-4105,GALAXY
4769,DATASET/G/G-4106,GALAXY
4770,DATASET/G/G-4107,GALAXY
4771,DATASET/G/G-4108,GALAXY
4772,DATASET/G/G-4109,GALAXY
4773,DATASET/G/G-4110,GALAXY
4774,DATASET/G/G-4111,GALAXY
4775,DATASET/G/G-4112,GALAXY
4776,DATASET/G/G-4113,GALAXY
4777,DATASET/G/G-4114,GALAXY
4778,DATASET/G/G-4115,GALAXY
4779,DATASET/G/G-4116,GALAXY
4780,DATASET/G/G-4117,GALAXY
4781,DATASET/G/G-4118,GALAXY
4782,DATASET/G/G-4119,GALAXY
4783,DATASET/G/G-4120,GALAXY
4784,DATASET/G/G-4121,GALAXY
4785,DATASET/G/G-4122,GALAXY
4786,DATASET/G/G-4123,GALAXY
4787,DATASET/G/G-4124,GALAXY
4788,DATASET/G/G-4125,GALAXY
4789,DATASET/G/G-4126,GALAXY
4790,DATASET/G/G-4127,GALAXY
4791,DATASET/G/G-4128,GALAXY
4792,DATASET/G/G-4129,GALAXY
4793,DATASET/G/G-4130,GALAXY
4794,DATASET/G/G-4131,GALAXY
4795,DATASET/G/G-4132,GALAXY
4796,DATASET/G/G-4133,GALAXY
4797,DATASET/G/G-4134,GALAXY
4798,DATASET/G/G-4135,GALAXY
4799,DATASET/G/G-4136,GALAXY
4800,DATASET/G/G-4137,GALAXY
4801,DATASET/G/G-4138,GALAXY
4802,DATASET/G/G-4139,GALAXY
4803,DATASET/G/G-4140,GALAXY
4804,DATASET/G/G-4141,GALAXY
4805,DATASET/G/G-4142,GALAXY
4806,DATASET/G/G-4143,GALAXY
4807,DATASET/G/G-4144,GALAXY
4808,DATASET/G/G-4145,GALAXY
4809,DATASET/G/G-4146,GALAXY
4810,DATASET/G/G-4147,GALAXY
4811,DATASET/G/G-4148,GALAXY
4812,DATASET/G/G-4149,GALAXY
4813,DATASET/G/G-4150,GALAXY
4814,DATASET/G/G-4151,GALAXY
4815,DATASET/G/G-4152,GALAXY
4816,DATASET/G/G-4153,GALAXY
4817,DATASET/G/G-4154,GALAXY
4818,DATASET/G/G-4155,GALAXY
4819,DATASET/G/G-4156,GALAXY
4820,DATASET/G/G-4157,GALAXY
4821,DATASET/G/G-4158,GALAXY
4822,DATASET/G/G-4159,GALAXY
4823,DATASET/G/G-4160,GALAXY
4824,DATASET/G/G-4161,GALAXY
4825,DATASET/G/G-4162,GALAXY
4826,DATASET/G/G-4163,GALAXY
4827,DATASET/G/G-4164,GALAXY
4828,DATASET/G/G-4165,GALAXY
4829,DATASET/G/G-4166,GALAXY
4830,DATASET/G/G-4167,GALAXY
4831,DATASET/G/G-4168,GALAXY
4832,DATASET/G/G-4169,GALAXY
4833,DATASET/G/G-4170,GALAXY
4834,DATASET/G/G-4171,GALAXY
4835,DATASET/G/G-4172,GALAXY
4836,DATASET/G/G-4173,GALAXY
4837,DATASET/G/G-4174,GALAXY
4838,DATASET/G/G-4175,GALAXY
4839,DATASET/G/G-4176,GALAXY
4840,DATASET/G/G-4177,GALAXY
4841,DATASET/G/G-4178,GALAXY
4842,DATASET/G/G-4179,GALAXY
4843,DATASET/G/G-4180,GALAXY
4844,DATASET/G/G-4181,GALAXY
4845,DATASET/G/G-4182,GALAXY
4846,DATASET/G/G-4183,GALAXY
4847,DATASET/G/G-4184,GALAXY
4848,DATASET/G/G-4185,GALAXY
4849,DATASET/G/G-4186,GALAXY
4850,DATASET/G/G-4187,GALAXY
4851,DATASET/G/G-4188,GALAXY
4852,DATASET/G/G-4189,GALAXY
4853,DATASET/G/G-4190,GALAXY
4854,DATASET/G/G-4191,GALAXY
4855,DATASET/G/G-4192,GALAXY
4856,DATASET/G/G-4193,GALAXY
4857,DATASET/G/G-4194,GALAXY
4858,DATASET/G/G-4195,GALAXY
4859,DATASET/G/G-4196,GALAXY
4860,DATASET/G/G-4197,GALAXY
4861,DATASET/G/G-4198,GALAXY
4862,DATASET/G/G-4199,GALAXY
4863,DATASET/G/G-4200,GALAXY
4864,DATASET/G/G-4201,GALAXY
4865,DATASET/G/G-4202,GALAXY
4866,DATASET/G/G-4203,GALAXY
4867,DATASET/G/G-4204,GALAXY
4868,DATASET/G/G-4205,GALAXY
4869,DATASET/G/G-4206,GALAXY
4870,DATASET/G/G-4207,GALAXY
4871,DATASET/G/G-4208,GALAXY
4872,DATASET/G/G-4209,GALAXY
4873,DATASET/G/G-4210,GALAXY
4874,DATASET/G/G-4211,GALAXY
4875,DATASET/G/G-4212,GALAXY
4876,DATASET/G/G-4213,GALAXY
4877,DATASET/G/G-4214,GALAXY
4878,DATASET/G/G-4215,GALAXY
4879,DATASET/G/G-4216,GALAXY
4880,DATASET/G/G-4217,GALAXY
4881,DATASET/G/G-4218,GALAXY
4882,DATASET/G/G-4219,GALAXY
4883,DATASET/G/G-4220,GALAXY
4884,DATASET/G/G-4221,GALAXY
4885,DATASET/G/G-4222,GALAXY
4886,DATASET/G/G-4223,GALAXY
4887,DATASET/G/G-4224,GALAXY
4888,DATASET/G/G-4225,GALAXY
4889,DATASET/G/G-4226,GALAXY
4890,DATASET/G/G-4227,GALAXY
4891,DATASET/G/G-4228,GALAXY
4892,DATASET/G/G-4229,GALAXY
4893,DATASET/G/G-4230,GALAXY
4894,DATASET/G/G-4231,GALAXY
4895,DATASET/G/G-4232,GALAXY
4896,DATASET/G/G-4233,GALAXY
4897,DATASET/G/G-4234,GALAXY
4898,DATASET/G/G-4235,GALAXY
4899,DATASET/G/G-4236,GALAXY
4900,DATASET/G/G-4237,GALAXY
4901,DATASET/G/G-4238,GALAXY
4902,DATASET/G/G-4239,GALAXY
4903,DATASET/G/G-4240,GALAXY
4904,DATASET/G/G-4241,GALAXY
4905,DATASET/G/G-4242,GALAXY
4906,DATASET/G/G-4243,GALAXY
4907,DATASET/G/G-4244,GALAXY
4908,DATASET/G/G-4245,GALAXY
4909,DATASET/G/G-4246,GALAXY
4910,DATASET/G/G-4247,GALAXY
4911,DATASET/G/G-4248,GALAXY
4912,DATASET/G/G-4249,GALAXY
4913,DATASET/G/G-4250,GALAXY
4914,DATASET/G/G-4251,GALAXY
4915,DATASET/G/G-4252,GALAXY
4916,DATASET/G/G-4253,GALAXY
4917,DATASET/G/G-4254,GALAXY
4918,DATASET/G/G-4255,GALAXY
4919,DATASET/G/G-4256,GALAXY
4920,DATASET/G/G-4257,GALAXY
4921,DATASET/G/G-4258,GALAXY
4922,DATASET/G/G-4259,GALAXY
4923,DATASET/G/G-4260,GALAXY
4924,DATASET/G/G-4261,GALAXY
4925,DATASET/G/G-4262,GALAXY
4926,DATASET/G/G-4263,GALAXY
4927,DATASET/G/G-4264,GALAXY
4928,DATASET/G/G-4265,GALAXY
4929,DATASET/G/G-4266,GALAXY
4930,DATASET/G/G-4267,GALAXY
4931,DATASET/G/G-4268,GALAXY
4932,DATASET/G/G-4269,GALAXY
4933,DATASET/G/G-4270,GALAXY
4934,DATASET/G/G-4271,GALAXY
4935,DATASET/G/G-4272,GALAXY
4936,DATASET/G/G-4273,GALAXY
4937,DATASET/G/G-4274,GALAXY
4938,DATASET/G/G-4275,GALAXY
4939,DATASET/G/G-4276,GALAXY
4940,DATASET/G/G-4277,GALAXY
4941,DATASET/G/G-4278,GALAXY
4942,DATASET/G/G-4279,GALAXY
4943,DATASET/G/G-4280,GALAXY
4944,DATASET/G/G-4281,GALAXY
4945,DATASET/G/G-4282,GALAXY
4946,DATASET/G/G-4283,GALAXY
4947,DATASET/G/G-4284,GALAXY
4948,DATASET/G/G-4285,GALAXY
4949,DATASET/G/G-4286,GALAXY
4950,DATASET/G/G-4287,GALAXY
4951,DATASET/G/G-4288,GALAXY
4952,DATASET/G/G-4289,GALAXY
4953,DATASET/G/G-4290,GALAXY
4954,DATASET/G/G-4291,GALAXY
4955,DATASET/G/G-4292,GALAXY
4956,DATASET/G/G-4293,GALAXY
4957,DATASET/G/G-4294,GALAXY
4958,DATASET/G/G-4295,GALAXY
4959,DATASET/G/G-4296,GALAXY
4960,DATASET/G/G-4297,GALAXY
4961,DATASET/G/G-4298,GALAXY
4962,DATASET/G/G-4299,GALAXY
4963,DATASET/G/G-4300,GALAXY
4964,DATASET/G/G-4301,GALAXY
4965,DATASET/G/G-4302,GALAXY
4966,DATASET/G/G-4303,GALAXY
4967,DATASET/G/G-4304,GALAXY
4968,DATASET/G/G-4305,GALAXY
4969,DATASET/G/G-4306,GALAXY
4970,DATASET/G/G-4307,GALAXY
4971,DATASET/G/G-4308,GALAXY
4972,DATASET/G/G-4309,GALAXY
4973,DATASET/G/G-4310,GALAXY
4974,DATASET/G/G-4311,GALAXY
4975,DATASET/G/G-4312,GALAXY
4976,DATASET/G/G-4313,GALAXY
4977,DATASET/G/G-4314,GALAXY
4978,DATASET/G/G-4315,GALAXY
4979,DATASET/G/G-4316,GALAXY
4980,DATASET/G/G-4317,GALAXY
4981,DATASET/G/G-4318,GALAXY
4982,DATASET/G/G-4319,GALAXY
4983,DATASET/G/G-4320,GALAXY
4984,DATASET/G/G-4321,GALAXY
4985,DATASET/G/G-4322,GALAXY
4986,DATASET/G/G-4323,GALAXY
4987,DATASET/G/G-4324,GALAXY
4988,DATASET/G/G-4325,GALAXY
4989,DATASET/G/G-4326,GALAXY
4990,DATASET/G/G-4327,GALAXY
4991,DATASET/G/G-4328,GALAXY
4992,DATASET/G/G-4329,GALAXY
4993,DATASET/G/G-4330,GALAXY
4994,DATASET/G/G-4331,GALAXY
4995,DATASET/G/G-4332,GALAXY
4996,DATASET/G/G-4333,GALAXY
4997,DATASET/G/G-4334,GALAXY
4998,DATASET/G/G-4335,GALAXY
4999,DATASET/G/G-4336,GALAXY
5000,DATASET/G/G-4337,GALAXY
5001,DATASET/G/G-4338,GALAXY
5002,DATASET/G/G-4339,GALAXY
5003,DATASET/G/G-4340,GALAXY
5004,DATASET/G/G-4341,GALAXY
5005,DATASET/G/G-4342,GALAXY
5006,DATASET/G/G-4343,GALAXY
5007,DATASET/G/G-4344,GALAXY
5008,DATASET/G/G-4345,GALAXY
5009,DATASET/G/G-4346,GALAXY
5010,DATASET/G/G-4347,GALAXY
5011,DATASET/G/G-4348,GALAXY
5012,DATASET/G/G-4349,GALAXY
5013,DATASET/G/G-4350,GALAXY
5014,DATASET/G/G-4351,GALAXY
5015,DATASET/G/G-4352,GALAXY
5016,DATASET/G/G-4353,GALAXY
5017,DATASET/G/G-4354,GALAXY
5018,DATASET/G/G-4355,GALAXY
5019,DATASET/G/G-4356,GALAXY
5020,DATASET/G/G-4357,GALAXY
5021,DATASET/G/G-4358,GALAXY
5022,DATASET/G/G-4359,GALAXY
5023,DATASET/G/G-4360,GALAXY
5024,DATASET/G/G-4361,GALAXY
5025,DATASET/G/G-4362,GALAXY
5026,DATASET/G/G-4363,GALAXY
5027,DATASET/G/G-4364,GALAXY
5028,DATASET/G/G-4365,GALAXY
5029,DATASET/G/G-4366,GALAXY
5030,DATASET/G/G-4367,GALAXY
5031,DATASET/G/G-4368,GALAXY
5032,DATASET/G/G-4369,GALAXY
5033,DATASET/G/G-4370,GALAXY
5034,DATASET/G/G-4371,GALAXY
5035,DATASET/G/G-4372,GALAXY
5036,DATASET/G/G-4373,GALAXY
5037,DATASET/G/G-4374,GALAXY
5038,DATASET/G/G-4375,GALAXY
5039,DATASET/G/G-4376,GALAXY
5040,DATASET/G/G-4377,GALAXY
5041,DATASET/G/G-4378,GALAXY
5042,DATASET/G/G-4379,GALAXY
5043,DATASET/G/G-4380,GALAXY
5044,DATASET/G/G-4381,GALAXY
5045,DATASET/G/G-4382,GALAXY
5046,DATASET/G/G-4383,GALAXY
5047,DATASET/G/G-4384,GALAXY
5048,DATASET/G/G-4385,GALAXY
5049,DATASET/G/G-4386,GALAXY
5050,DATASET/G/G-4387,GALAXY
5051,DATASET/G/G-4388,GALAXY
5052,DATASET/G/G-4389,GALAXY
5053,DATASET/G/G-4390,GALAXY
5054,DATASET/G/G-4391,GALAXY
5055,DATASET/G/G-4392,GALAXY
5056,DATASET/G/G-4393,GALAXY
5057,DATASET/G/G-4394,GALAXY
5058,DATASET/G/G-4395,GALAXY
5059,DATASET/G/G-4396,GALAXY
